title,img_src,product_detail_link,original_price,discount_price,screen_size,resolution
ToshibaSmart Tivi 65E330NP,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_35083/smart-tivi-tosh_main_656_450.png.webp,https://dienmaycholon.com/tivi/smart-tivi-toshiba-4k-65-inch-65e330np,16990000,14990000,65 inch,4K
CoocaaGoogle Tivi 43Z73,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34943/google-tivi-coo_main_338_450.png.webp,https://dienmaycholon.com/tivi/google-tivi-coocaa-full-hd-43-inch-43z73,6490000,4939000,43 inch,Full HD
CoocaaGoogle Tivi 40Z73,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34942/google-tivi-coo_main_139_450.png.webp,https://dienmaycholon.com/tivi/google-tivi-coocaa-full-hd-40-inch-40z73,5990000,4390000,40 inch,Full HD
CoocaaGoogle Tivi 32Z73,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34941/google-tivi-coo_main_656_450.png.webp,https://dienmaycholon.com/tivi/google-tivi-coocaa-hd-32-inch-32z73,4990000,3439000,32 inch,HD
CasperSmart Tivi 32HGK610,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34840/smart-tivi-casp_main_919_450.png.webp,https://dienmaycholon.com/tivi/smart-tivi-casper-hd-32-inch-32hgk610,4790000,3990000,32 inch,HD
CoocaaGoogle Tivi Di Động 24LP6000G,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34723/google-tivi-xac_main_770_450.png.webp,https://dienmaycholon.com/tivi/google-tivi-xach-tay-di-dong-full-hd-coocaa-24-inch-24lp6000g-tay-cam-da,5490000,4439000,24 inch,2K
TCLGoogle Tivi 115X955 Max,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34619/google-tivi-tcl_main_604_450.png.webp,https://dienmaycholon.com/tivi/google-tivi-tcl-qdmini-led-4k-115-inch-115x955-max,699900000,4439000,115 inch,4K
LGSmart Tivi OLED65M4PSA,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34561/smart-tivi-oled_main_665_450.png.webp,https://dienmaycholon.com/tivi/smart-tivi-oled-lg-4k-65-inch-oled65m4psa,119900000,4439000,65 inch,4K
LGSmart Tivi NanoCell 50NANO81TSA,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34483/smart-tivi-nano_main_949_450.png.webp,https://dienmaycholon.com/tivi/smart-tivi-nanocell-lg-4k-50-inch-50nano81tsa,16400000,13590000,50 inch,4K
LGSmart Tivi 55LX1TPSA,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34458/smart-tivi-lg-4_main_104_450.png.webp,https://dienmaycholon.com/tivi/smart-tivi-lg-4k-55-inch-55lx1tpsa,49900000,39890000,55 inch,4K
LGSmart Tivi 75QNED86TSA,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34441/smart-tivi-qned_main_317_450.png.webp,https://dienmaycholon.com/tivi/smart-tivi-qned-lg-4k-75-inch-75qned86tsa,49900000,34690000,75 inch,4K
TCLGoogle Tivi 98C855,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34341/google-tivi-tcl_main_885_450.png.webp,https://dienmaycholon.com/tivi/google-tivi-tcl-qdmini-led-4k-98-inch-98c855,139900000,34690000,98 inch,4K
TCLGoogle Tivi 85C855,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34340/google-tivi-tcl_main_835_450.png.webp,https://dienmaycholon.com/tivi/google-tivi-tcl-qdmini-led-4k-85-inch-85c855,89990000,34690000,85 inch,4K
SamsungSmart Tivi UA65DU7700,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34282/smart-tivi-sams_main_12_450.png.webp,https://dienmaycholon.com/tivi/smart-tivi-samsung-4k-65-inch-ua65du7700,17900000,13490000,65 inch,4K
SamsungSmart Tivi UA85DU7700,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34280/smart-tivi-sams_main_28_450.png.webp,https://dienmaycholon.com/tivi/smart-tivi-samsung-4k-85-inch-ua85du7700,45900000,13490000,85 inch,4K
SamsungSmart Tivi QA98QN90D,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34244/smart-tivi-sams_main_152_450.png.webp,https://dienmaycholon.com/tivi/smart-tivi-samsung-neo-qled-4k-98-inch-qa98qn90d,179900000,13490000,98 inch,4K
TCLGoogle Tivi QD-Mini LED 98C755,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34029/google-tivi-tcl_main_994_450.png.webp,https://dienmaycholon.com/tivi/google-tivi-tcl-qdmini-led-4k-98-inch-98c755,99990000,13490000,98 inch,4K
SonyGoogle Tivi XR-77A95L,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_33592/google-tivi-ole_main_444_450.png.webp,https://dienmaycholon.com/tivi/google-tivi-oled-sony-4k-77-inch-xr77a95l,145800000,13490000,77 inch,4K
SamsungSmart Tivi Neo QLED QA98QN990C,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_33468/smart-tivi-sams_main_444_450.png.webp,https://dienmaycholon.com/tivi/smart-tivi-samsung-neo-qled-8k-98-inch-qa98qn990ckxxv,949000000,13490000,85 inch,8K
CoocaaGoogle Tivi 75C9,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_32916/google-tivi-coo_main_767_450.png.webp,https://dienmaycholon.com/tivi/google-tivi-coocaa-4k-75-inch-75c9,25990000,11990000,75 inch,4K
CoocaaGoogle Tivi 70Y72,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_32635/google-tivi-coo_main_615_450.png.webp,https://dienmaycholon.com/tivi/google-tivi-coocaa-4k-70-inch-70y72,13990000,8939000,70 inch,4K
SamsungSmart Tivi Micro LED 4K 99 Inch MNA99MS1A,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_28152/smart-tivi-sams_main_188_450.png.webp,https://dienmaycholon.com/tivi/smart-tivi-samsung-micro-led-4k-99-inch-mna99ms1a,2999000000,8939000,99 inch,4K
SamsungSmart Tivi Micro LED 4K 110 Inch MNA110MS1A,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_28151/smart-tivi-sams_main_826_450.png.webp,https://dienmaycholon.com/tivi/smart-tivi-samsung-micro-led-4k-110-inch-mna110ms1a,3499000000,8939000,110 inch,4K
SamsungSmart Tivi UA43DU7700,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34285/smart-tivi-sams_main_110_450.png.webp,https://dienmaycholon.com/tivi/smart-tivi-samsung-4k-43-inch-ua43du7700,9690000,9690000,43 inch,4K
SamsungSmart Tivi UA50DU7700,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34284/smart-tivi-sams_main_46_450.png.webp,https://dienmaycholon.com/tivi/smart-tivi-samsung-4k-50-inch-ua50du7700,13400000,13400000,50 inch,4K
SamsungSmart Tivi UA55DU7700,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34283/smart-tivi-sams_main_599_450.png.webp,https://dienmaycholon.com/tivi/smart-tivi-samsung-4k-55-inch-ua55du7700,14900000,11490000,55 inch,4K
HisenseSmart Tivi 75U6K,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_34005/google-tivi-ule_main_966_450.png.webp,https://dienmaycholon.com/tivi/smart-tivi-uled-hisense-4k-75-inch-75u6k,30900000,19990000,75 inch,4K
CoocaaGoogle Tivi 100A5D,https://cdn11.dienmaycholon.vn/filewebdmclnew/DMCL21/Picture//Apro/Apro_product_33889/google-tivi-coo_main_463_450.png.webp,https://dienmaycholon.com/tivi/google-tivi-coocaa-qled-4k-100-inch-100a5d,95990000,19990000,100 inch,4K
